Id,Predicted
6059,0.4502042531967163
6569,0.0799180269241333
5428,0.07758969068527223
7230,0.008671343326568605
7221,0.3821035623550415
5005,0.363850474357605
6464,0.032603681087493896
5034,0.028137266635894772
5304,0.12963485717773438
6871,0.06464093923568726
6956,0.2305694818496704
6495,0.2167915105819702
5363,0.890898697078228
5634,0.028137266635894772
5850,0.14937955141067505
6857,0.007458209991455078
7035,0.05890291929244995
7253,0.2773850560188293
6544,0.14935773611068726
7202,0.1842893958091736
5683,0.1842893958091736
7167,0.2773850560188293
6055,0.3638761639595032
7199,0.023781120777130127
5758,0.4876521825790405
5718,0.01989132165908813
5229,0.07789134979248047
5236,0.2773850560188293
5360,0.02522826194763184
6755,0.4073625206947327
6819,0.7709819376468658
5041,0.3159884214401245
6104,0.19265645742416385
6643,0.023079872131347656
6083,0.4428011178970337
5293,0.06943511962890625
7088,0.06593549251556396
7001,0.1463053822517395
5779,0.19069170951843264
6607,0.06562274694442749
5103,0.006990194320678711
6215,0.0799180269241333
7096,0.0540611743927002
5039,0.21296381950378415
6136,0.6515707075595856
6078,0.2751433253288269
6037,0.01989132165908813
6113,0.029855132102966312
5976,0.8244433403015137
7139,0.02522826194763184
5046,0.1925196647644043
5451,0.22115808725357056
6856,0.8476044982671738
5253,0.7922674417495728
6695,0.11147010326385498
6621,0.013759315013885498
6435,0.05890291929244995
5389,0.4074239730834961
6872,0.4336586594581604
6908,0.12392723560333252
6942,0.008127987384796144
6665,0.06943511962890625
6541,0.1661391258239746
6688,0.0514061450958252
5368,0.029855132102966312
6923,0.029855132102966312
6313,0.05610871315002442
5270,0.0799180269241333
5446,0.029855132102966312
5817,0.9763124417513608
7209,0.6636901497840881
6568,0.2305938005447388
6682,0.9763124417513608
5699,0.4890674948692322
7292,0.06562274694442749
5214,0.16897565126419067
6437,0.35007864236831665
5320,0.3180635571479797
7164,0.08456945419311522
5221,0.08456945419311522
5856,0.9725671187043191
6353,0.2167915105819702
6677,0.42497676610946655
6242,0.1276039481163025
5061,0.2305694818496704
6868,0.0799180269241333
6097,0.02924686670303345
7050,0.1389026641845703
7171,0.1389026641845703
7200,0.023079872131347656
6969,0.02924686670303345
7219,0.02459806203842163
7242,0.046338021755218506
6852,0.05468320846557617
5830,0.1507878303527832
6790,0.1925196647644043
5265,0.4184345006942749
6007,0.05890291929244995
7279,0.26387977600097656
5463,0.02459806203842163
6355,0.2305694818496704
6675,0.058327794075012214
5620,0.032603681087493896
4988,0.8706169575452805
5765,0.2972043752670288
7091,0.1389026641845703
5933,0.02924686670303345
6470,0.3159884214401245
5841,0.01056140661239624
6574,0.4428011178970337
5525,0.052986562252044685
5435,0.2686096429824829
7168,0.024278581142425537
5909,0.0514061450958252
6859,0.17030370235443115
6539,0.023079872131347656
5226,0.6636901497840881
5260,0.2555431723594665
6553,0.06943511962890625
6633,0.12473571300506593
7151,0.1463053822517395
5665,0.12422072887420656
6932,0.06498664617538452
7294,0.0799180269241333
6321,0.0799180269241333
6469,0.14171546697616574
5614,0.0799180269241333
4967,0.9263466745615004
